id_show,Paises_Produccion
20755.0,Italy
20755.0,United Kingdom
20153.0,Brazil
2590.0,sin informacion
130958.0,Russia
75966.0,United States of America
10649.0,sin informacion
66071.0,Turkey
70454.0,United States of America
981.0,United States of America
62107.0,United Kingdom
214033.0,Mexico
2905.0,sin informacion
157006.0,United Kingdom
22104.0,sin informacion
11136.0,sin informacion
13388.0,sin informacion
20445.0,Finland
208596.0,Japan
55600.0,United Kingdom
1543.0,sin informacion
72813.0,United Kingdom
72813.0,United States of America
97141.0,sin informacion
6855.0,Germany
198.0,United Kingdom
61246.0,United Kingdom
1592.0,sin informacion
73333.0,United Kingdom
79283.0,South Korea
204255.0,Turkey
95926.0,Austria
95926.0,Italy
4366.0,sin informacion
32348.0,sin informacion
86745.0,Russia
36134.0,Japan
70169.0,Australia
104712.0,sin informacion
14525.0,France
66370.0,China
86800.0,United States of America
11187.0,sin informacion
80837.0,China
66120.0,Japan
15427.0,sin informacion
104735.0,South Korea
1732.0,sin informacion
61762.0,United States of America
67359.0,Japan
67346.0,Japan
189.0,sin informacion
70472.0,Soviet Union
211069.0,Canada
211069.0,United Kingdom
88319.0,China
90808.0,United States of America
75019.0,Ireland
86607.0,Italy
79028.0,Brazil
10393.0,sin informacion
44724.0,United Kingdom
75953.0,China
61858.0,sin informacion
48325.0,Turkey
32994.0,United States of America
13910.0,United Kingdom
13910.0,France
44815.0,Japan
70802.0,Iran
58775.0,United Kingdom
62744.0,United States of America
97706.0,China
11749.0,sin informacion
42395.0,Japan
13412.0,sin informacion
2222.0,sin informacion
9319.0,Japan
129473.0,South Korea
6411.0,Taiwan
69020.0,Spain
94281.0,Brazil
35169.0,United Kingdom
1708.0,United States of America
220779.0,Japan
69090.0,Japan
69090.0,United States of America
10103.0,sin informacion
11745.0,sin informacion
202851.0,sin informacion
79040.0,Japan
15247.0,Greece
3582.0,Canada
226082.0,Colombia
231015.0,Spain
70873.0,Japan
5232.0,Canada
74531.0,Japan
133812.0,Russia
34344.0,sin informacion
1634.0,sin informacion
44810.0,sin informacion
127509.0,Brazil
60806.0,Japan
92707.0,South Korea
75058.0,Japan
46844.0,South Africa
195407.0,France
195407.0,United Kingdom
57565.0,Japan
78634.0,United States of America
440.0,sin informacion
35104.0,Canada
35104.0,United States of America
12908.0,Belgium
216223.0,Japan
218672.0,Thailand
68786.0,Japan
55757.0,sin informacion
66248.0,United States of America
43035.0,Soviet Union
100884.0,sin informacion
79085.0,United States of America
70432.0,Taiwan
125867.0,Japan
217806.0,Thailand
202821.0,Japan
68728.0,United Kingdom
74225.0,South Korea
12940.0,United States of America
21544.0,South Korea
63240.0,United States of America
46668.0,Japan
1954.0,Canada
1954.0,United States of America
9826.0,sin informacion
1935.0,sin informacion
95100.0,China
57528.0,Japan
99940.0,Australia
64229.0,United States of America
5114.0,Canada
138171.0,Turkey
110317.0,Canada
110317.0,United States of America
61498.0,United Kingdom
220155.0,United Kingdom
220155.0,United States of America
136135.0,Belgium
136135.0,France
23747.0,sin informacion
106666.0,Sweden
2873.0,Denmark
4943.0,Canada
216133.0,Mexico
66245.0,United Kingdom
85957.0,France
65673.0,Russia
43832.0,sin informacion
80328.0,United Kingdom
33215.0,sin informacion
158345.0,India
210297.0,Russia
61437.0,sin informacion
90290.0,Brazil
135272.0,South Korea
44733.0,sin informacion
74564.0,India
19356.0,sin informacion
5904.0,Soviet Union
62449.0,South Korea
74739.0,Denmark
74739.0,United States of America
62463.0,Hungary
572.0,sin informacion
62157.0,Japan
87775.0,sin informacion
62756.0,Spain
45754.0,United States of America
97363.0,United States of America
213471.0,South Korea
2876.0,Japan
44300.0,Japan
78029.0,France
62722.0,South Korea
62900.0,United States of America
74308.0,United Kingdom
45937.0,Russia
111956.0,Germany
112403.0,Japan
107306.0,sin informacion
1464.0,sin informacion
77361.0,sin informacion
93035.0,United States of America
48333.0,Turkey
76453.0,Australia
63613.0,Germany
56081.0,Japan
13484.0,Finland
48342.0,Turkey
8863.0,Japan
80389.0,South Korea
14771.0,sin informacion
28472.0,sin informacion
156946.0,United Kingdom
5357.0,Japan
84970.0,United States of America
226469.0,Spain
66612.0,United Kingdom
31709.0,Japan
230835.0,sin informacion
96391.0,United States of America
59440.0,sin informacion
56988.0,sin informacion
115641.0,Turkey
85114.0,Poland
85114.0,East Germany
85114.0,Soviet Union
66627.0,Belgium
66627.0,France
66627.0,Switzerland
12433.0,Germany
90040.0,United Kingdom
64831.0,Japan
63275.0,United Kingdom
61171.0,South Korea
138273.0,Japan
12983.0,Belgium
119316.0,India
201949.0,Japan
60580.0,India
97565.0,South Korea
7803.0,Japan
34268.0,sin informacion
40858.0,sin informacion
154810.0,Egypt
71419.0,China
202625.0,South Korea
85213.0,Belgium
93751.0,United States of America
221208.0,China
203990.0,Japan
72041.0,Japan
41739.0,Japan
195298.0,Brazil
96152.0,United States of America
33163.0,United States of America
154523.0,South Korea
120558.0,sin informacion
82128.0,United States of America
64801.0,South Korea
14698.0,sin informacion
101680.0,United States of America
85674.0,Australia
60816.0,Japan
5573.0,sin informacion
62892.0,sin informacion
64838.0,Germany
772.0,United Kingdom
68100.0,Japan
19238.0,Japan
46917.0,Romania
67524.0,Japan
153655.0,Japan
60904.0,United States of America
74280.0,United Kingdom
69467.0,South Korea
80964.0,South Korea
93723.0,sin informacion
5144.0,United States of America
80965.0,South Korea
14239.0,sin informacion
14208.0,Denmark
105939.0,Spain
818.0,United Kingdom
846.0,sin informacion
33417.0,Japan
6204.0,sin informacion
4225.0,United Kingdom
31700.0,Japan
1281.0,Japan
69238.0,Turkey
15563.0,United States of America
43867.0,sin informacion
139289.0,South Korea
60909.0,United States of America
29501.0,Australia
93818.0,Japan
43333.0,United Kingdom
107220.0,Colombia
1286.0,sin informacion
67334.0,United States of America
64031.0,Japan
84590.0,sin informacion
6300.0,United Kingdom
107723.0,China
42680.0,Brazil
84897.0,Germany
5664.0,sin informacion
85545.0,Turkey
39145.0,sin informacion
46733.0,United States of America
56843.0,United States of America
104913.0,India
125972.0,sin informacion
220897.0,United States of America
83244.0,United Kingdom
62271.0,South Korea
60289.0,United States of America
21871.0,sin informacion
74114.0,South Korea
130802.0,Japan
174.0,United States of America
204899.0,United States of America
191.0,United States of America
98889.0,Italy
46084.0,sin informacion
153748.0,Portugal
57109.0,Germany
34072.0,Japan
61742.0,Japan
195504.0,Kuwait
68853.0,United Kingdom
46088.0,Russia
38646.0,sin informacion
67325.0,Japan
93821.0,Japan
124927.0,France
88024.0,Turkey
65655.0,sin informacion
67080.0,United Kingdom
67080.0,United States of America
58936.0,sin informacion
205115.0,Thailand
127588.0,Turkey
1255.0,United States of America
61136.0,South Korea
114497.0,China
64174.0,China
96319.0,Russia
125970.0,South Africa
48003.0,United Kingdom
101306.0,China
208878.0,Italy
11930.0,sin informacion
60932.0,sin informacion
29853.0,United States of America
69239.0,Japan
62576.0,Canada
89613.0,Japan
27480.0,sin informacion
71074.0,United States of America
49038.0,United States of America
44103.0,France
91657.0,China
6544.0,sin informacion
101567.0,Australia
118422.0,United States of America
116673.0,South Korea
129231.0,China
73097.0,South Korea
82462.0,South Korea
213333.0,United Kingdom
157016.0,sin informacion
88981.0,Thailand
15122.0,sin informacion
211779.0,United States of America
71013.0,Japan
88786.0,United States of America
98624.0,United States of America
48421.0,Czech Republic
48421.0,Poland
48421.0,Slovakia
906.0,sin informacion
204672.0,United States of America
61054.0,China
223669.0,United States of America
138400.0,Spain
72486.0,United States of America
63350.0,United States of America
200732.0,Japan
65974.0,Sweden
71005.0,China
71005.0,Japan
10225.0,United States of America
10225.0,United Kingdom
3212.0,sin informacion
68403.0,Japan
74014.0,United Kingdom
222892.0,Poland
3465.0,United States of America
63933.0,sin informacion
31252.0,Turkey
103249.0,Japan
91987.0,United States of America
83635.0,United Kingdom
10738.0,sin informacion
89764.0,Japan
158811.0,South Korea
40239.0,South Korea
1565.0,sin informacion
48516.0,Turkey
21665.0,United States of America
130119.0,Brazil
2580.0,sin informacion
80056.0,United States of America
89315.0,United States of America
1580.0,sin informacion
211104.0,sin informacion
66550.0,Italy
45279.0,China
128586.0,South Korea
102293.0,South Korea
8016.0,United States of America
207564.0,Japan
48623.0,Japan
93550.0,China
10786.0,sin informacion
75114.0,United States of America
85701.0,South Korea
153347.0,United Kingdom
43237.0,sin informacion
7008.0,Japan
55678.0,sin informacion
217735.0,Thailand
62932.0,sin informacion
31712.0,Japan
85233.0,Poland
51537.0,Romania
51537.0,United States of America
65568.0,Hong Kong
66886.0,United States of America
66886.0,Mexico
132178.0,United States of America
73910.0,United Kingdom
231505.0,Mexico
36960.0,Belgium
16120.0,Brazil
100962.0,China
39341.0,sin informacion
126997.0,United States of America
82988.0,Japan
49473.0,Japan
158204.0,Japan
229590.0,Mexico
105274.0,United States of America
112364.0,Italy
99103.0,United States of America
37158.0,Australia
37158.0,United Kingdom
5315.0,France
5315.0,United States of America
281.0,United States of America
826.0,sin informacion
21116.0,Germany
221102.0,South Korea
60744.0,United States of America
64091.0,United Kingdom
90306.0,United States of America
48652.0,United Kingdom
282.0,sin informacion
213026.0,Brazil
124595.0,China
27119.0,sin informacion
59690.0,United Kingdom
95707.0,Japan
27436.0,Japan
57775.0,Japan
155499.0,Colombia
63893.0,United States of America
13895.0,sin informacion
84274.0,United States of America
17753.0,Sweden
76534.0,sin informacion
65932.0,Japan
23027.0,sin informacion
69812.0,Japan
37971.0,Germany
4064.0,sin informacion
8563.0,sin informacion
31411.0,sin informacion
98730.0,United States of America
156332.0,United States of America
227139.0,United States of America
115464.0,Turkey
13897.0,United States of America
124407.0,Brazil
138328.0,India
134601.0,Germany
85751.0,Thailand
895.0,sin informacion
62953.0,sin informacion
35097.0,Canada
63892.0,United Kingdom
88307.0,United Kingdom
85789.0,Canada
85201.0,India
205072.0,United Kingdom
88646.0,Japan
63406.0,Japan
34186.0,Japan
9041.0,Japan
106881.0,United States of America
40751.0,Germany
40751.0,Italy
40751.0,Luxembourg
194665.0,Japan
40066.0,Poland
93260.0,sin informacion
34633.0,Japan
81521.0,sin informacion
129481.0,sin informacion
15800.0,United Kingdom
15800.0,United States of America
52453.0,China
37694.0,sin informacion
25676.0,Japan
35729.0,United States of America
66498.0,China
66498.0,Japan
66498.0,United States of America
13084.0,sin informacion
218131.0,Sweden
39273.0,South Korea
26870.0,sin informacion
74853.0,United Kingdom
41551.0,Italy
69568.0,China
82958.0,Japan
27977.0,Japan
39292.0,United States of America
50666.0,Turkey
82905.0,Japan
2624.0,sin informacion
98657.0,United States of America
46162.0,Brazil
33973.0,sin informacion
13700.0,India
49583.0,sin informacion
222017.0,Colombia
62085.0,Germany
42188.0,sin informacion
200701.0,United States of America
62073.0,Canada
16950.0,Japan
62087.0,Australia
6.0,sin informacion
4504.0,New Zealand
13667.0,United States of America
104431.0,China
529.0,sin informacion
69511.0,Germany
15795.0,sin informacion
93294.0,United States of America
12423.0,Japan
108877.0,South Korea
73015.0,United Kingdom
212109.0,sin informacion
105479.0,sin informacion
84604.0,China
535.0,sin informacion
78923.0,sin informacion
221522.0,United States of America
79566.0,South Korea
76004.0,United States of America
4544.0,United States of America
133091.0,South Korea
1633.0,Denmark
120395.0,India
73031.0,China
30860.0,Poland
202219.0,Colombia
108934.0,sin informacion
4199.0,United States of America
4667.0,sin informacion
73870.0,Canada
945.0,sin informacion
95834.0,China
122725.0,Poland
66823.0,Australia
1011.0,sin informacion
139061.0,Germany
139061.0,France
136554.0,France
23436.0,Japan
68913.0,Norway
82386.0,Italy
65804.0,United States of America
4900.0,sin informacion
630.0,sin informacion
13287.0,sin informacion
215117.0,United Kingdom
4328.0,Australia
126209.0,Sweden
100622.0,Germany
11645.0,United States of America
99109.0,India
65881.0,France
616.0,sin informacion
100042.0,Russia
136506.0,Turkey
34763.0,Finland
89950.0,Japan
2522.0,sin informacion
37522.0,Japan
68083.0,China
112063.0,United States of America
6510.0,sin informacion
70194.0,South Korea
58010.0,sin informacion
128826.0,Japan
229373.0,Mexico
66512.0,sin informacion
122045.0,Argentina
122045.0,Spain
120318.0,South Korea
17020.0,sin informacion
66112.0,Japan
66487.0,sin informacion
201050.0,India
57006.0,sin informacion
65747.0,South Korea
10861.0,United States of America
12610.0,Dominican Republic
12610.0,Fiji
12610.0,Philippines
12610.0,Malaysia
12610.0,Sweden
38204.0,Brazil
66982.0,Russia
68931.0,sin informacion
4631.0,sin informacion
105106.0,sin informacion
211089.0,China
8114.0,United States of America
130467.0,Sweden
46205.0,United States of America
34195.0,Japan
66153.0,Germany
67814.0,China
207840.0,Japan
20460.0,United Kingdom
8256.0,sin informacion
230034.0,India
103514.0,Russia
42407.0,Japan
65860.0,South Korea
37546.0,Japan
37555.0,Japan
35460.0,Japan
85866.0,sin informacion
43757.0,Netherlands
50646.0,sin informacion
62866.0,United Kingdom
6318.0,sin informacion
120471.0,Japan
62461.0,South Korea
201053.0,sin informacion
1939.0,sin informacion
743.0,sin informacion
65582.0,Japan
80450.0,Thailand
10042.0,United States of America
32437.0,South Korea
83451.0,China
83451.0,Japan
138293.0,China
72401.0,Japan
892.0,sin informacion
127041.0,Australia
62864.0,Canada
62864.0,United States of America
26834.0,sin informacion
5566.0,sin informacion
45124.0,sin informacion
16338.0,Mexico
5902.0,United States of America
65867.0,France
65867.0,Germany
65867.0,Russia
65437.0,sin informacion
37517.0,Japan
39514.0,sin informacion
17674.0,Brazil
57418.0,Finland
89954.0,United States of America
67637.0,Mexico
75718.0,France
64682.0,sin informacion
116885.0,sin informacion
32927.0,United States of America
228628.0,sin informacion
41446.0,Italy
95203.0,Japan
60385.0,South Korea
80281.0,South Korea
33404.0,sin informacion
71424.0,Germany
71424.0,Hungary
121487.0,Egypt
69540.0,Turkey
69828.0,United States of America
126248.0,Turkey
208230.0,United Kingdom
72235.0,United Kingdom
209846.0,Japan
87776.0,France
137235.0,Russia
62474.0,Denmark
43650.0,Czech Republic
16082.0,sin informacion
222674.0,United States of America
129674.0,United States of America
65438.0,Belgium
65438.0,France
40887.0,Italy
237845.0,sin informacion
64773.0,Greece
114604.0,United States of America
74654.0,Australia
72031.0,United States of America
14610.0,Finland
81520.0,sin informacion
81074.0,China
122017.0,Thailand
14616.0,sin informacion
133060.0,China
2856.0,sin informacion
65791.0,South Korea
34870.0,United Kingdom
28007.0,United Kingdom
1934.0,sin informacion
13354.0,United Kingdom
64758.0,Netherlands
14432.0,sin informacion
62185.0,sin informacion
67616.0,Japan
214547.0,Japan
201722.0,China
92401.0,Japan
15135.0,South Korea
5615.0,Japan
139628.0,Australia
61551.0,sin informacion
114819.0,Spain
15182.0,United States of America
118201.0,Taiwan
42014.0,sin informacion
69446.0,Taiwan
132983.0,sin informacion
25298.0,sin informacion
209662.0,sin informacion
67699.0,Saudi Arabia
64611.0,Romania
2042.0,United Kingdom
87780.0,France
104453.0,Spain
4914.0,sin informacion
10534.0,United States of America
34215.0,Japan
62415.0,United States of America
72028.0,Japan
65558.0,Japan
91024.0,Japan
61569.0,sin informacion
79522.0,Japan
80280.0,Mexico
43657.0,Germany
43657.0,Sweden
82102.0,China
82102.0,South Korea
9670.0,Japan
217211.0,United States of America
82345.0,Turkey
10223.0,sin informacion
67282.0,United States of America
17655.0,sin informacion
65556.0,Turkey
77428.0,South Korea
89941.0,United States of America
204418.0,United Kingdom
134983.0,China
154300.0,France
46367.0,United Kingdom
46679.0,Canada
46679.0,United States of America
44674.0,sin informacion
146129.0,United States of America
74236.0,sin informacion
107588.0,India
33268.0,South Korea
127632.0,United States of America
46204.0,Japan
46392.0,Japan
80286.0,United States of America
128398.0,South Korea
38270.0,Japan
41481.0,United Kingdom
106475.0,United States of America
82432.0,United States of America
218521.0,United States of America
136847.0,Japan
125629.0,United States of America
33481.0,sin informacion
2601.0,United Kingdom
158225.0,Germany
156610.0,France
156610.0,South Africa
156610.0,United Kingdom
156610.0,United States of America
111551.0,Greece
204367.0,Japan
35973.0,Japan
210594.0,China
10050.0,sin informacion
130969.0,sin informacion
203251.0,Spain
15428.0,India
82450.0,United Kingdom
46350.0,Japan
130980.0,United States of America
1090.0,sin informacion
17561.0,sin informacion
38245.0,sin informacion
34860.0,sin informacion
46093.0,Japan
805.0,sin informacion
79041.0,Japan
7227.0,United States of America
16614.0,Australia
210411.0,Chile
62694.0,United States of America
72092.0,China
74284.0,sin informacion
92820.0,United States of America
116328.0,China
4234.0,sin informacion
196157.0,China
965.0,sin informacion
84448.0,South Korea
523.0,sin informacion
69697.0,Brazil
97878.0,China
86094.0,South Korea
14777.0,United Kingdom
100918.0,Germany
136389.0,Hungary
8853.0,Japan
210664.0,United Kingdom
4442.0,United States of America
156218.0,Japan
88145.0,United States of America
70228.0,Japan
40268.0,sin informacion
217218.0,Brazil
56.0,United States of America
12785.0,sin informacion
116416.0,Canada
70455.0,China
70455.0,South Korea
2233.0,Australia
2233.0,United States of America
94115.0,Italy
220115.0,United States of America
154367.0,Russia
61807.0,France
11127.0,Canada
11127.0,United States of America
114564.0,United States of America
2213.0,Japan
155710.0,Russia
195990.0,Japan
11316.0,Japan
100941.0,South Korea
100916.0,United Kingdom
112612.0,Japan
207639.0,sin informacion
22956.0,United States of America
102041.0,Egypt
98584.0,Japan
201105.0,United States of America
215556.0,Italy
21523.0,sin informacion
21572.0,United States of America
65288.0,China
96256.0,Ukraine
38655.0,sin informacion
81138.0,France
134071.0,South Korea
10475.0,United States of America
70977.0,Switzerland
70977.0,Belgium
70977.0,France
13562.0,sin informacion
9307.0,Sweden
155924.0,United States of America
37745.0,sin informacion
5300.0,United Kingdom
18359.0,sin informacion
156138.0,United States of America
45203.0,Japan
44952.0,South Korea
68144.0,Japan
157829.0,United States of America
127411.0,Spain
61543.0,South Korea
70582.0,United States of America
70218.0,Russia
53447.0,Greece
65063.0,Brazil
104148.0,sin informacion
72922.0,China
71124.0,United States of America
20613.0,Brazil
95681.0,United States of America
124031.0,United States of America
210071.0,Peru
66038.0,France
34835.0,Japan
158787.0,United States of America
37623.0,sin informacion
95458.0,India
70101.0,Thailand
59442.0,sin informacion
4026.0,United States of America
74084.0,Japan
99612.0,Finland
99612.0,Greece
99612.0,United Kingdom
62838.0,South Korea
85995.0,Japan
132378.0,United Kingdom
3766.0,sin informacion
79125.0,Turkey
36803.0,Japan
79789.0,France
92732.0,South Korea
137149.0,South Korea
3477.0,sin informacion
30769.0,United Kingdom
112706.0,South Korea
44583.0,sin informacion
112752.0,Japan
121671.0,Germany
62036.0,Japan
69283.0,Japan
62050.0,sin informacion
72432.0,sin informacion
36408.0,Japan
13703.0,Poland
61428.0,sin informacion
62025.0,Belgium
69297.0,Japan
37608.0,sin informacion
4766.0,Japan
70437.0,United States of America
222839.0,sin informacion
61412.0,United Kingdom
17387.0,sin informacion
71956.0,United States of America
89755.0,United States of America
119792.0,United Kingdom
1121.0,sin informacion
82286.0,France
45278.0,Japan
3233.0,Belgium
86742.0,China
5540.0,sin informacion
19758.0,Germany
3747.0,sin informacion
139471.0,Egypt
97819.0,China
112747.0,France
3040.0,United States of America
63854.0,Canada
15785.0,India
64124.0,Australia
214065.0,United Kingdom
74471.0,United States of America
104649.0,Belgium
3729.0,sin informacion
104143.0,sin informacion
71916.0,Netherlands
61119.0,United States of America
137650.0,Belgium
14731.0,South Korea
221322.0,Mexico
221322.0,Spain
4511.0,sin informacion
103270.0,China
9877.0,United States of America
71004.0,Japan
209727.0,United States of America
62049.0,sin informacion
20874.0,Germany
20874.0,United Kingdom
209772.0,Germany
76821.0,Japan
68304.0,France
95313.0,United States of America
217448.0,United States of America
61739.0,South Korea
89171.0,Spain
63354.0,United States of America
212423.0,Argentina
212423.0,Mexico
68985.0,United States of America
66548.0,sin informacion
110655.0,Turkey
9537.0,Japan
196556.0,sin informacion
29616.0,Japan
4632.0,sin informacion
61225.0,sin informacion
8131.0,sin informacion
27213.0,United States of America
72793.0,United Kingdom
16148.0,Belgium
44883.0,Japan
1222.0,United States of America
67067.0,United Kingdom
12174.0,Japan
6828.0,sin informacion
51267.0,Greece
73807.0,United States of America
95910.0,Russia
91174.0,United States of America
660.0,sin informacion
71131.0,United States of America
13826.0,China
13826.0,Japan
80513.0,Japan
61963.0,Turkey
102567.0,Indonesia
67727.0,China
194852.0,Japan
10840.0,Canada
10840.0,United States of America
68975.0,United States of America
68975.0,United Kingdom
20382.0,Hong Kong
104002.0,United States of America
118888.0,Turkey
119033.0,United Kingdom
63030.0,Turkey
18469.0,sin informacion
60439.0,sin informacion
111086.0,sin informacion
95881.0,Spain
86807.0,United States of America
71761.0,Sweden
45856.0,Japan
54309.0,Czechoslovakia
54309.0,Italy
54309.0,Germany
54309.0,Austria
101262.0,Spain
76471.0,Netherlands
75942.0,Spain
122186.0,sin informacion
69098.0,Japan
35086.0,sin informacion
65925.0,United States of America
81660.0,sin informacion
115549.0,sin informacion
76705.0,United States of America
12140.0,United States of America
108382.0,Turkey
82503.0,France
1799.0,New Zealand
22757.0,sin informacion
68051.0,sin informacion
84929.0,United States of America
68738.0,France
214873.0,Thailand
65933.0,Japan
75557.0,Germany
75557.0,Italy
100417.0,Brazil
35037.0,sin informacion
72871.0,Japan
122548.0,Thailand
63785.0,South Korea
68378.0,Romania
70829.0,United Kingdom
91371.0,United States of America
10319.0,sin informacion
105775.0,Spain
23521.0,sin informacion
196822.0,Norway
158496.0,United Kingdom
3675.0,sin informacion
3925.0,sin informacion
99363.0,sin informacion
99270.0,sin informacion
82529.0,Brazil
195815.0,United States of America
63022.0,South Korea
39390.0,India
59615.0,United States of America
16730.0,United States of America
4422.0,sin informacion
155787.0,Italy
66325.0,Italy
95044.0,China
128246.0,United States of America
60682.0,Japan
139797.0,China
116377.0,South Korea
67834.0,United States of America
12895.0,Brazil
86596.0,United States of America
79291.0,United States of America
64356.0,South Korea
62214.0,United States of America
8509.0,sin informacion
155892.0,sin informacion
158138.0,United States of America
110886.0,France
18335.0,China
127161.0,United States of America
127753.0,Canada
34750.0,Japan
56313.0,sin informacion
95828.0,United States of America
153170.0,United States of America
153170.0,United Kingdom
18162.0,sin informacion
99296.0,United States of America
98923.0,United States of America
1772.0,sin informacion
11690.0,sin informacion
73263.0,United Kingdom
4457.0,Canada
57753.0,sin informacion
15561.0,Greece
75224.0,United States of America
66111.0,Japan
127118.0,China
72763.0,South Korea
39322.0,Turkey
224981.0,United Kingdom
123378.0,Argentina
123378.0,Brazil
123378.0,Mexico
123378.0,Uruguay
14665.0,United Kingdom
38634.0,Japan
66434.0,South Korea
112.0,sin informacion
79289.0,Japan
126397.0,United States of America
61753.0,United States of America
68727.0,sin informacion
73213.0,United Kingdom
139566.0,United States of America
67396.0,United States of America
139552.0,Italy
31682.0,Japan
158534.0,United States of America
10663.0,sin informacion
67736.0,France
67004.0,United States of America
57748.0,sin informacion
153192.0,Russia
100975.0,United States of America
73638.0,Taiwan
99294.0,Canada
211084.0,Canada
211084.0,United States of America
44459.0,sin informacion
82948.0,Netherlands
73241.0,sin informacion
45544.0,Japan
68709.0,France
84575.0,Turkey
75968.0,United States of America
71377.0,United States of America
48418.0,Poland
137713.0,Turkey
67431.0,Brazil
67431.0,United States of America
221490.0,Spain
45070.0,Japan
81745.0,South Korea
5026.0,United States of America
207305.0,Bangladesh
207305.0,India
68135.0,China
68135.0,Japan
99462.0,United States of America
87544.0,China
63610.0,Canada
114193.0,Belgium
114193.0,France
26728.0,United States of America
216575.0,United States of America
81007.0,Russia
30646.0,Canada
621.0,United Kingdom
5859.0,Sweden
68071.0,Japan
59815.0,United Kingdom
6275.0,sin informacion
63141.0,New Zealand
83625.0,United Kingdom
123491.0,Japan
67946.0,United Kingdom
52362.0,Russia
11732.0,United Kingdom
11732.0,Canada
103797.0,United States of America
113370.0,Sweden
63627.0,Japan
116789.0,Japan
42716.0,Japan
119806.0,Turkey
73362.0,Italy
30689.0,China
69345.0,Japan
121860.0,Japan
230716.0,India
88514.0,South Korea
119881.0,sin informacion
1314.0,Germany
24404.0,United States of America
1594.0,sin informacion
78085.0,Germany
7422.0,sin informacion
38527.0,Canada
63102.0,sin informacion
19156.0,sin informacion
64917.0,United States of America
70273.0,Australia
217390.0,Japan
121171.0,France
89602.0,Australia
69867.0,Canada
88830.0,Germany
65578.0,France
158694.0,United Kingdom
158694.0,United States of America
61554.0,Belgium
83670.0,China
131725.0,sin informacion
2032.0,sin informacion
67180.0,South Korea
307.0,United States of America
38937.0,sin informacion
66832.0,China
38534.0,sin informacion
31107.0,sin informacion
1323.0,sin informacion
7486.0,United States of America
64574.0,United Kingdom
203572.0,Turkey
39034.0,sin informacion
91932.0,United States of America
75799.0,Russia
6560.0,sin informacion
75778.0,Japan
202998.0,United States of America
203508.0,South Korea
43227.0,sin informacion
37864.0,United States of America
118945.0,Australia
106617.0,China
60950.0,sin informacion
74125.0,France
65677.0,sin informacion
87983.0,United States of America
73479.0,United States of America
42861.0,Japan
213337.0,sin informacion
68866.0,China
61791.0,Japan
152291.0,Japan
72828.0,United Kingdom
60964.0,sin informacion
6296.0,sin informacion
77173.0,United Kingdom
194829.0,Japan
80538.0,China
112370.0,Switzerland
60578.0,sin informacion
42999.0,Japan
3386.0,sin informacion
42873.0,Japan
74179.0,Spain
3495.0,Italy
49289.0,France
49289.0,Germany
136300.0,United States of America
5672.0,sin informacion
83344.0,Russia
194756.0,Brazil
68099.0,Japan
60216.0,Spain
136105.0,United States of America
68010.0,United States of America
42860.0,Japan
11530.0,sin informacion
49203.0,China
105961.0,China
61048.0,South Korea
114439.0,United States of America
73780.0,South Korea
34901.0,sin informacion
101604.0,United Arab Emirates
169582.0,United Kingdom
87994.0,United Kingdom
2084.0,sin informacion
35725.0,Italy
47424.0,Germany
47424.0,Australia
369.0,sin informacion
156014.0,Russia
31527.0,United States of America
54864.0,sin informacion
88910.0,France
58708.0,United States of America
46101.0,Brazil
46101.0,Portugal
81957.0,South Korea
71801.0,sin informacion
11904.0,Germany
5654.0,sin informacion
23259.0,United States of America
130822.0,China
97482.0,Turkey
194736.0,South Korea
90699.0,South Korea
36916.0,Japan
62792.0,Canada
237554.0,Colombia
48253.0,Turkey
65843.0,United States of America
699.0,sin informacion
136243.0,sin informacion
21660.0,sin informacion
14598.0,United States of America
15993.0,India
69370.0,United Kingdom
61799.0,South Korea
76903.0,Spain
76571.0,Germany
2125.0,sin informacion
106821.0,Thailand
83179.0,United States of America
203057.0,Malaysia
88630.0,sin informacion
46104.0,sin informacion
874.0,United States of America
156915.0,United States of America
46290.0,Japan
67904.0,Japan
32828.0,South Korea
6521.0,sin informacion
129412.0,United States of America
40804.0,sin informacion
14451.0,Japan
92500.0,Spain
92500.0,United States of America
91433.0,United States of America
125309.0,Australia
78467.0,Japan
70276.0,Canada
104480.0,Japan
10046.0,United States of America
235.0,sin informacion
15124.0,Japan
867.0,sin informacion
61306.0,sin informacion
216827.0,Russia
77345.0,United States of America
19237.0,sin informacion
38920.0,sin informacion
62728.0,Spain
154827.0,Canada
43183.0,United Kingdom
87340.0,United Kingdom
65882.0,France
265.0,United Kingdom
10005.0,sin informacion
2715.0,sin informacion
2621.0,sin informacion
10054.0,sin informacion
85147.0,Japan
44277.0,China
91585.0,Japan
64503.0,Brazil
81005.0,Australia
58236.0,United Kingdom
221634.0,Japan
83677.0,Czech Republic
83677.0,Poland
83677.0,Ukraine
43139.0,sin informacion
119368.0,South Korea
229203.0,China
2461.0,sin informacion
216802.0,Spain
3181.0,sin informacion
64909.0,sin informacion
42279.0,Mexico
208935.0,Australia
208935.0,United Kingdom
27818.0,sin informacion
208589.0,United States of America
65501.0,Japan
133938.0,Japan
37324.0,Poland
116168.0,Japan
23336.0,Germany
120040.0,Spain
89505.0,Mexico
77231.0,sin informacion
43397.0,sin informacion
94510.0,South Korea
42783.0,Turkey
83653.0,Brazil
77961.0,sin informacion
