id_show,Canales
91502.0,Comedy Central
91502.0, HBO Max
77287.0,SBS
73101.0,TV3
128167.0,Fuji TV
77516.0,Viaplay
85192.0,C More
17340.0,BBC One
114992.0,History
66513.0,ARD
208146.0,ONE 31
208146.0, GagaOOLala
46791.0,Velocity
207013.0,sin informacion
218953.0,Disney+ Hotstar
67510.0,Fuji TV
31861.0,sin informacion
65982.0,ZDFneo
222193.0,sin informacion
108389.0,TF1
108389.0, RTS Un
108389.0, La Une
3242.0,Channel 4
119154.0,PTS
119154.0, Taiwan+
224035.0,Netflix
220492.0,Showmax
67781.0,MBC
46077.0,NHK BS1
23098.0,ABC
70429.0,MBC
70429.0, NAVER TV
1165.0,ITV1
68057.0,Jiangsu Television
68057.0, Tencent Video
98447.0,sin informacion
214070.0,KinoPoisk HD
41320.0,sin informacion
211220.0,Okko
53948.0,Mega TV
64180.0,Nickelodeon
42425.0,AT-X
77530.0,sin informacion
4704.0,BBC One
70998.0,Tokyo MX
68990.0,JTBC
26769.0,tv asahi
41603.0,Canale 5
90834.0,Facebook Watch
208636.0,sin informacion
213073.0,La Une
1040.0,ABC
1040.0, CBS
225072.0,Prime Video
95405.0,TRT 1
31490.0,CBS
43221.0,PBS
65957.0,Fuji TV
59679.0,Investigation Discovery
17780.0,NBC
98993.0,OWN
42954.0,Fuji TV
91390.0,NBC
91390.0, Universal Kids
91390.0, Peacock
15244.0,RTS 1
126753.0,TVN
101243.0,tvN
15603.0,TV B92
157879.0,Tokyo MX
157879.0, BS11
26051.0,NBC
1866.0,ABC
204869.0,ALLBLK
73379.0,Rai Gulp
124343.0,TF1
21455.0,National Iranian Radio and Television
246483.0,Netflix
245547.0,RTÉ One
84593.0,Channel A
111934.0,START
1556.0,Comedy Central
91587.0,AT-X
91587.0, ABEMA
27511.0,ITV1
5912.0,Showtime
196251.0,TV Tokyo
34755.0,tvk
3996.0,CTV
75031.0,sin informacion
69137.0,Netflix
65985.0,sin informacion
77328.0,sin informacion
1595.0,Animal Planet
83708.0,Tencent Video
119148.0,Netflix
60966.0,ABC
96997.0,Netflix
19348.0,Telefe
69057.0,Telecinco
155714.0,Apple TV+
69173.0,CITV
87732.0,Facebook Watch
3635.0,Fox News Channel
2094.0,Cartoon Network
110390.0,Youku
10466.0,ITV1
71704.0,KKTV
71704.0, iQiyi
71704.0, GagaOOLala
87955.0,Friday!
202770.0,Tokyo MX
74598.0,France 2
66784.0,ABC
57066.0,Channel One
28502.0,tvk
67485.0,KBS2
157932.0,Netflix
57421.0,Yle TV1
8004.0,MTV
157514.0,Netflix
91343.0,TV Tokyo
67477.0,Sohu
220372.0,Disney+
73766.0,FOX
202246.0,HBO Max
66212.0,Antena 1
41386.0,France 5
112659.0,Prime Video
196220.0,AT-X
19166.0,SVT1
19406.0,BBC Two
8019.0,Nickelodeon
8019.0, YouTube
8019.0, 8TV
8019.0, TV9
8019.0, MNCTV
8019.0, Astro Prima
8019.0, movie
8019.0, RTM2
8019.0, Hungama
8019.0, Astro Ceria
8019.0, Disney Channel 
8019.0, MediaCorp Channel Suria
8019.0, Disney+ Hotstar
66586.0,TV8
66586.0, Sky Atlantic 
1581.0,The Nashville Network
1581.0, The New TNN
138396.0,Disney+ Hotstar
32896.0,PBS Kids
121558.0,NAVER TV
1613.0,CBS
45301.0,VH1
62998.0,A&E
126402.0,The CW
120383.0,Globoplay
62997.0,Animal Planet
70122.0,TNT
42419.0,TV Tokyo
3209.0,PBS Kids
83524.0,TV 2 Charlie
139474.0,CBC Television
68689.0,Band
158595.0,MBC IRAQ
158595.0, Shahid
73146.0,Channel 9 MCOT HD
70555.0,Ukraine
104669.0,Netflix
92426.0,ITV1
111820.0,Viaplay
5610.0,Canale 5
40195.0,RTP1
154672.0,Travel Channel
154672.0, discovery+
63858.0,atv
107075.0,Kanal D
70923.0,bilibili
12888.0,Las Estrellas
84980.0,TV Tokyo
129536.0,BBC America
129536.0, AMC
80402.0,Disney Channel
195497.0,sin informacion
103156.0,Telecinco
103156.0, Cuatro
103156.0, Prime Video
47134.0,NHK BS1
222155.0,sin informacion
80463.0,Nippon TV
69535.0,atv
4963.0,BBC One
80455.0,iQiyi
224386.0,Max
114300.0,HBO Nordic
13368.0,CBS
86783.0,STS
46759.0,Treehouse TV
46759.0, Discovery Kids
70465.0,Showmax
70465.0, YouTube
68652.0,Arte 
7734.0,Channel 5
68681.0,TV3
68681.0, TV3
68681.0, TV3
53981.0,EMPC TV
31136.0,sin informacion
90347.0,RÚV
90347.0, Sky Vision
90347.0, DR1
4788.0,CBS
94083.0,KBS2
49953.0,TF1
61176.0,Syfy
12947.0,NBC
80797.0,sin informacion
95391.0,Spectrum
104617.0,Band
92424.0,France 2
92166.0,ABC TV
34216.0,AT-X
68301.0,TTV Main Channel
62911.0,Fuji TV
62911.0, FOD
68693.0,TV Tokyo
69410.0,TBS
17381.0,Bio.
80793.0,Sony Entertainment Television
58938.0,Yle TV2
66036.0,WWE Network
218753.0,Rai 1
707.0,NBC
94046.0,OCS City
1859.0,The WB
110595.0,BBC One
89381.0,ONE 31
89381.0, LINE TV
206693.0,MBC
216797.0,Netflix
197072.0,ENA
214651.0,TV Tokyo
88543.0,Russia-1
195966.0,Tokyo MX
128502.0,ivi
137046.0,sin informacion
66856.0,TBS
169572.0,CBBC
68163.0,Mango TV
93495.0,Tokyo MX
93495.0, AT-X
93495.0, MBS
93495.0, BS11
93495.0, d Anime Store
128020.0,Atresplayer Premium
78842.0,History
65002.0,Nickelodeon
73908.0,Arte 
9983.0,WE tv
95619.0,TLC Go
116586.0,sin informacion
114183.0,Netflix
33909.0,SVT1
2561.0,BBC One
62159.0,sin informacion
65617.0,NAVER TV
62799.0,YouTube
80706.0,Central Television USSR
203701.0,YouTube
75702.0,YouTube
123160.0,Gold
10515.0,ABC
86063.0,STS
6498.0,ITV1
96914.0,ABC TV
87859.0,Food Network
87807.0,Channel 4
61804.0,Netflix
44729.0,SBS
84475.0,BBC Three
65472.0,STS
71102.0,Fuji TV
82864.0,AT-X
82864.0, Tokyo MX
223430.0,FX
82835.0,YouTube
82835.0, NPO 3
82835.0, BNNVARA
65052.0,National Geographic
117530.0,sin informacion
69916.0,National Geographic
30188.0,WWE Network
30188.0, USA Network
30188.0, MTV
30188.0, The New TNN
30188.0, Spike
57828.0,Sky One
84820.0,sin informacion
65084.0,Videoland
25355.0,NBC
14183.0,MBC
7404.0,ABC
124867.0,sin informacion
153630.0,Channel 4
73590.0,ITV1
157576.0,BBC Two
207368.0,Stan
214646.0,Investigation Discovery
45088.0,AT-X
65518.0,Central Television USSR
79499.0,sin informacion
131561.0,HBO Max
69957.0,Nippon TV
12916.0,CTV
195931.0,Netflix
9074.0,BBC Two
88146.0,iQiyi
33955.0,Hub Network
104313.0,Premier
86007.0,TVN
139161.0,bilibili
5646.0,CBC
51081.0,Mega TV
88506.0,sin informacion
57255.0,Sanlih E-Television
66674.0,Rai 1
73560.0,Sanlih E-Television
88762.0,LINE TV
1628.0,BBC Two
104303.0,Viaplay
104303.0, Viaplay
225532.0,YouTube
91911.0,Russia-1
73518.0,YouTube
70207.0,LINE TV
37934.0,BBC Four
63442.0,Central Television USSR
35798.0,Mega TV
206559.0,M-Net
206559.0, kykNET
206559.0, Showmax
66888.0,Telemundo
114110.0,sin informacion
66609.0,Sky One
64896.0,Esquire Network
195192.0,Rakuten TV
195192.0, GagaOOLala
62045.0,Fuji TV
68411.0,NET
226267.0,Network Ten
130206.0,BS12 TwellV
205770.0,Show TV
65344.0,SVT1
103741.0,Tencent Video
103741.0, Hunan Television
103741.0, iQiyi
57364.0,Mega TV
45264.0,sin informacion
64872.0,Syndication
68813.0,Science
65491.0,History
215783.0,Showmax
202985.0,TV Tokyo
202985.0, TV Aichi
202985.0, TVQ
202985.0, TV Osaka
202985.0, TVh
202985.0, TSC
128613.0,#0
77426.0,BET
47416.0,BBC One
47416.0, HBO
83216.0,Facebook Watch
14781.0,ABC
71012.0,sin informacion
26674.0,tv asahi
47772.0,BBC Two
121011.0,Netflix
71450.0,Investigation Discovery
67249.0,AT-X
67249.0, TV Tokyo
67249.0, TV Osaka
67249.0, TV Aichi
14408.0,sin informacion
77411.0,Rai 3
31723.0,History
31723.0, ITV1
137207.0,Prime Video
21353.0,BBC One
62510.0,Telecinco
62569.0,tv asahi
66020.0,NAVER TV
31190.0,sin informacion
60663.0,Tokyo MX
205454.0,wavve
22077.0,sin informacion
201085.0,Prime Video
82110.0,Netflix
82110.0, PTS
82110.0, myVideo
6974.0,TNT
8310.0,ITV1
45822.0,TV Tokyo
33847.0,CBS
97274.0,TVP1
209815.0,Youku
6351.0,NBC
55526.0,Arte 
10047.0,HBO
10047.0, Showtime
10047.0, The CW
10047.0, Paramount+
156471.0,YouTube
93794.0,1+1
93794.0, TV JOJ
42109.0,Hum TV
42109.0, Rishtey TV
42109.0, Zee Zindagi
42109.0, MBC Bollywood
127633.0,Disney Junior
127668.0,iQiyi
116600.0,Hulu
67833.0,Pop
114656.0,ABC
211049.0,Hulu
47986.0,Investigation Discovery
78456.0,Tokyo MX
21986.0,CBS
154456.0,ARD
103104.0,Weverse
231306.0,iQiyi
32682.0,SVT1
210834.0,Netflix
97266.0,Netflix
813.0,ITV1
138211.0,Sony Liv
97299.0,MTV
32616.0,Cartoon Network
96139.0,Gunma TV
96139.0, Tokyo MX
96139.0, BS11
96139.0, Tochigi TV
31577.0,NHK BS1
7048.0,Cartoon Network
7048.0, Channel 5
12454.0,Disney Channel
43142.0,sin informacion
91461.0,sin informacion
12522.0,CBS
217658.0,Apple TV+
12431.0,FOX
91947.0,STS
1307.0,StarPlus
3313.0,TLC
229166.0,HBO
545.0,The WB
115773.0,Discovery
156918.0,TVN
46122.0,TV Globo
90111.0,Globoplay
3653.0,BBC One
32614.0,SBS
75774.0,ZDF
75787.0,bilibili
75787.0, Tencent Video
75787.0, iQiyi
75787.0, Sohu
75787.0, PPTV
127611.0,sin informacion
82191.0,Antena 3
45382.0,ABC
85457.0,tvN
45884.0,Fuji TV
94892.0,Mango TV
204.0,ABC
26170.0,CBS
66114.0,BS Fuji
66114.0, Tokyo MX
18009.0,ABC
131672.0,France 3
37129.0,Discovery
55698.0,Fuji TV
42903.0,TV Tokyo
76107.0,Discovery
35289.0,YouTube
132653.0,HBO Brasil
24131.0,ITV1
97584.0,Netflix
19612.0,Nippon TV
67277.0,tvN
103848.0,YouTube
31530.0,Star India
31739.0,TV Tokyo
232937.0,Univision
232937.0, Las Estrellas
14574.0,ITV1
98200.0,Apple TV+
91280.0,Zhejiang Television
91280.0, Tencent Video
91280.0, Youku
57912.0,Nippon TV
96171.0,Sky Uno
10003.0,FOX
83022.0,ABC TV
210798.0,Filmnet
85471.0,ITV1
233051.0,Netflix
34961.0,tv asahi
48065.0,NBC
100210.0,sin informacion
104246.0,MBC
32700.0,NBC
41421.0,France 5
84634.0,CCTV
1856.0,The WB
12519.0,NBC
33164.0,Las Estrellas
68941.0,Fuji TV
214582.0,Netflix
81749.0,HBO
123488.0,NHK
34711.0,TV Tokyo
127706.0,Disney Channel
155781.0,Prime Video
11121.0,CBC Television
73368.0,Histoire TV
4111.0,M6
28764.0,TV Osaka
28764.0, TV Tokyo
3399.0,FOX
68312.0,sin informacion
110641.0,tv asahi
81187.0,HBO
81187.0, YouTube
100935.0,ABEMA
21713.0,SVT1
158540.0,RTL+
32590.0,Logo
98792.0,sin informacion
219826.0,FOX
100926.0,M6
34744.0,BS11
98766.0,sin informacion
31532.0,Discovery
74898.0,ZDF
13581.0,Comedy Central
68160.0,History
79701.0,sin informacion
66349.0,Tencent Video
93159.0,Space
84712.0,Vimeo
64587.0,ORF
64587.0, NDR Fernsehen
3784.0,CBS
84737.0,bilibili
84737.0, Tencent Video
87405.0,JTBC
4183.0,NBC
14506.0,VRT 1
55693.0,truTV
108683.0,France 2
34726.0,sin informacion
8174.0,BBC One
158505.0,The Roku Channel
18654.0,Zee TV
34722.0,TV Tokyo
31548.0,Adult Swim
8335.0,TV Globo
156103.0,iQiyi
11321.0,Canal+
50214.0,Pro TV
8269.0,Discovery
41781.0,ZDF
34746.0,WOWOW Prime
920.0,ABC
110371.0,Tokyo MX
37195.0,Chiba TV
37195.0, AT-X
37195.0, TV Osaka
37195.0, tvk
209725.0,Antena 3
209725.0, Atresplayer Premium
13271.0,ITV1
12565.0,TV Tokyo
158149.0,Viki
158149.0, bilibili
86190.0,Canale 5
35051.0,BBC One
42885.0,tvk
42885.0, TV Osaka
42885.0, Chiba TV
42885.0, TV Aichi
42885.0, Teletama
59708.0,Investigation Discovery
24046.0,Channel 4
31342.0,RecordTV
78648.0,tvN
68285.0,Tokyo MX
68285.0, BS11
68285.0, KBS Kyoto
68285.0, Sun TV
910.0,CBS
948.0,MTV
923.0,The WB
923.0, VH1
152261.0,France TV Slash
208487.0,VRT 1
208487.0, NPO 3
126542.0,BET+
85541.0,TV Chosun
390.0,CBS
66346.0,HBO
57059.0,PTS
78602.0,Investigation Discovery
210475.0,discovery+
117058.0,NAVER TV
117058.0, V LIVE
117058.0, Seezn
122821.0,A&E
80357.0,Netflix
64293.0,Fuji TV
41821.0,Adult Swim
206484.0,Tencent Video
78672.0,Adult Swim
15495.0,BBC One
15495.0, ITV1
15495.0, BBC Television
205111.0,Tokyo MX
96556.0,Tokyo MX
96556.0, BS11
156441.0,Netflix
106402.0,Tencent Video
50236.0,FOX
97956.0,MBC
97956.0, NAVER TV
97956.0, V LIVE
6259.0,HBO
6259.0, Teletoon
44546.0,sin informacion
156450.0,Tokyo MX
202173.0,Hulu
93268.0,Disney+
86501.0,Adult Swim
76083.0,iQiyi
55850.0,FOX
14530.0,NBC
95716.0,TF1
34660.0,TV Tokyo
34660.0, AT-X
33912.0,CBBC
1602.0,sin informacion
198049.0,discovery+
214994.0,wavve
156837.0,Disney+
27757.0,tv asahi
28958.0,Netflix
44544.0,WWE Network
109804.0,VTM
109804.0, Streamz
9875.0,ABC
16354.0,NDTV Imagine
231871.0,sin informacion
83801.0,Russia-1
38663.0,Comedy Central
71180.0,ONE 31
214951.0,Fox Nation
109957.0,Peacock
29911.0,sin informacion
82277.0,TNT Comedy
89180.0,YouTube
89180.0, Dropout
106424.0,iQiyi
99616.0,FOX
95389.0,Gold
112922.0,Prime Video
42799.0,History
158547.0,Peacock
34768.0,Kids Station
11317.0,CBC Television
108448.0,Channel 5
73068.0,JTBC
46850.0,BBC One
64047.0,SVT1
76117.0,TBS
53135.0,SDTV-1
23451.0,TV Tokyo
212196.0,Paramount+
46267.0,Discovery
13042.0,A&E
154288.0,ZDF
65773.0,Viceland
83828.0,TV Globo
83828.0, Viva
215356.0,GMM 25
202113.0,FOX Showcase
67733.0,Viceland
64675.0,CBBC
64281.0,sin informacion
81708.0,Netflix
64220.0,National Geographic
11639.0,HBO
230371.0,Netflix
78458.0,sin informacion
82498.0,Netflix
44742.0,Fuji TV
225320.0,Netflix
225320.0, Prime Video
225320.0, ITVX
84775.0,Rai 3
33950.0,StarPlus
68101.0,Tokyo MX
6537.0,ProSieben
81593.0,ZDFinfo
95676.0,Telecinco
95676.0, mitele
95676.0, Cuatro
213254.0,Netflix
132922.0,Adult Swim
208249.0,MBC
17524.0,ABC Family
45079.0,sin informacion
68696.0,tv asahi
38910.0,Showcase
45043.0,Network Ten
112258.0,Antena 3
112258.0, Atresplayer Premium
130791.0,Disney Channel
67997.0,TF1
195313.0,Coupang Play
48455.0,Fuji TV
57551.0,WOWOW Prime
84763.0,Prime Video
215320.0,MBC
37753.0,CBS
223980.0,ABC TV
169561.0,MBS
169561.0, Viki
169561.0, GagaOOLala
75182.0,Central Television USSR
12635.0,Showtime
55878.0,Channel 5
208711.0,SBS6
3435.0,BBC One
135200.0,Genie TV
135200.0, Seezn
135200.0, skyTV
216562.0,FOX
110334.0,Showtime
1812.0,PBS Kids
68151.0,Vimeo
68151.0, Logo
65767.0,YouTube
64926.0,BBC One
16088.0,Československá televize
87809.0,TV 2
137530.0,Oxygen
75117.0,TVB Jade
67943.0,TV3
100576.0,RaiPlay
100576.0, Rai 2
99607.0,MBC
99607.0, wavve
115044.0,ABC
64902.0,sin informacion
93516.0,BET+
66988.0,Family Chrgd
91848.0,Tokyo MX
114635.0,A&E
4378.0,Associated Television
11975.0,ITV1
30283.0,ITV1
127375.0,MBC
211050.0,Rai 2
211050.0, RaiPlay
157430.0,Channel 3
202593.0,National Geographic Channel
95193.0,KION
95193.0, Channel One
112553.0,TLC
100084.0,ITV1
106768.0,YouTube
62865.0,Cuatro
62865.0, FDF
62865.0, mitele
42722.0,BS-TBS
208751.0,MBS
95123.0,France TV Slash
65552.0,Mnet
2775.0,BBC One
210855.0,GoPlay
32377.0,TV Tokyo
215586.0,Netflix
72269.0,Fuji TV
216819.0,sin informacion
67868.0,Dragon TV
67868.0, iQiyi
4332.0,Disney Channel
4354.0,Associated Television
26815.0,BS Fuji
37798.0,NHK BS1
104516.0,truTV
64000.0,Star TV
50071.0,AT-X
89779.0,Prime Video
100013.0,VRT 1
64559.0,A&E
74457.0,BluTV
60673.0,sin informacion
40107.0,E4
68175.0,Antena 1
980.0,CBS
114521.0,sin informacion
1048.0,NBC
13706.0,VRAK
13706.0, Canal Famille
3256.0,Seven Network
3238.0,tv asahi
76546.0,BBC One
112703.0,CCTV-8
112703.0, Tencent Video
112703.0, Mango TV
34840.0,sin informacion
37730.0,TV Nova
2306.0,Nine Network
45190.0,sin informacion
136872.0,Encuentro
155277.0,ČT1
213344.0,SVT1
61444.0,ABC TV
41018.0,ZDF
157188.0,CBBC
61281.0,Hulu
1064.0,HBO
223660.0,Prime Video
10968.0,HBO
42902.0,tv asahi
34861.0,ANIMAX
63951.0,Jiangsu Television
34806.0,Tokyo MX
216384.0,ViX
31272.0,CITV
137689.0,Disney+ Hotstar
220068.0,Tencent Video
96176.0,BBC One
92.0,Disney Channel
43951.0,Fuji TV
204410.0,The Zeus Network
104518.0,YouTube
75856.0,History
73616.0,La 1
136841.0,tv asahi
37799.0,Fuji TV
44049.0,W Network
44049.0, HGTV Canada
74432.0,tv asahi
32750.0,FOX
113450.0,Netflix
5068.0,TV Globo
100251.0,Bravo
78986.0,iQiyi
45965.0,TNT
78768.0,ZDF
71250.0,SBS
8158.0,Discovery
47923.0,FOX
60826.0,Tokyo MX
5594.0,ABC Family
5594.0, Toon Disney
5594.0, Jetix
5594.0, G4
5594.0, TV Tokyo
5594.0, YTV
5594.0, Télétoon
79950.0,Prime Video
47669.0,Kanal D
71251.0,La 1
83274.0,tv asahi
20794.0,Fuji TV
20794.0, Fuji News Network
8693.0,BBC Two
104584.0,Netflix
66183.0,Sky Atlantic
5216.0,SVT1
93647.0,AT-X
93647.0, Tokyo MX
93647.0, TV Aichi
93647.0, Sun TV
93647.0, BS Fuji
135896.0,watcha
123820.0,ABEMA
46076.0,TBS
146339.0,Tencent Video
55546.0,VRT 1
55546.0, Play4
39741.0,Action
113626.0,FOX
71376.0,sin informacion
39172.0,BBC One
72805.0,France 3
63999.0,Kanal 5
112804.0,Disney+
89486.0,LeTV
124268.0,Tencent Video
11398.0,NBC
3627.0,BBC One
6991.0,Adult Swim
95903.0,Youku
97825.0,Tokyo MX
97825.0, Niconico
30048.0,ABC
30048.0, WWOR-TV
30048.0, NBC
30048.0, Paramount+
30048.0, CBS
30048.0, Pluto TV
100997.0,Channel One
219067.0,Netflix
24291.0,TVN
14785.0,Family Channel
105219.0,Netflix
83470.0,CITV
7208.0,CBS
62522.0,La 1
10625.0,NBC
12324.0,ABC
61221.0,The CW
13955.0,ITV1
90295.0,Netflix
64046.0,Cartoon Network
6911.0,ITV1
15372.0,SVT1
74905.0,TV5Monde
74905.0, France.tv
95868.0,ZDF
105289.0,Nickelodeon
122631.0,MBS
122631.0, TBS
60332.0,IRIB TV1
77061.0,Netflix
64067.0,BBC One
55013.0,MBS
11388.0,CBS
114553.0,sin informacion
21592.0,Nine Network
4821.0,WPVI-TV
4821.0, ABC
4821.0, USA Network
46404.0,Hub Network
4890.0,SBS
4890.0, 7mate
14710.0,Canal+
14710.0, ORTF Télévision
4811.0,Here TV
211020.0,Disney+
69303.0,La 1
74007.0,Dave
28196.0,BBC Two
13753.0,BBC One
30844.0,sin informacion
39677.0,Telecinco
39677.0, mitele
33144.0,ITV1
101106.0,Global TV
99307.0,NRK1
111117.0,WOWOW Prime
5828.0,SVT1
121146.0,Tokyo MX
121146.0, BS11
3234.0,ITV1
45303.0,Discovery
3126.0,BBC One
74857.0,Showmax
69340.0,BBC Four
77724.0,Tokyo MX
96269.0,BBC One
30695.0,MBC 1
22553.0,NHK
121183.0,Disney+
11243.0,NBC
92153.0,ABC
69658.0,StarPlus
69658.0, STAR World India
69658.0, Disney+ Hotstar
82986.0,TV Globo
84158.0,Niconico
22867.0,PBS
22867.0, BBC Television
211564.0,CTV
682.0,Teletoon
74866.0,SABC 2
226387.0,Rai 1
98728.0,TV Globo
99300.0,Quibi
19837.0,tv asahi
3451.0,ITV1
3451.0, BBC One
13989.0,USA Network
3110.0,FOX
136205.0,Canal+
96218.0,sin informacion
25075.0,Syndication
205203.0,TF1
105125.0,Channel 4
16062.0,NBC
40395.0,Fuji TV
6862.0,Fuji TV
203042.0,iQiyi
77709.0,SVT1
77709.0, SVT Play
79892.0,Netflix
201429.0,Prime Video
71204.0,CNN
14812.0,Star One
5884.0,Syndication
50323.0,atv
39429.0,KBS2
4820.0,London Weekend Television
46128.0,tv asahi
111132.0,CBS
78906.0,Prime Video
83435.0,KBS2
11219.0,ITV1
136835.0,sin informacion
77005.0,CBS
16425.0,Arte 
16425.0, La Sept
124451.0,Globoplay
157021.0,HBO Max
6192.0,TBS
123083.0,TNT
123083.0, Premier
108123.0,iQiyi
15454.0,Syndication
15454.0, Global TV
86894.0,BET
138999.0,Hulu
113664.0,HBO Max
63226.0,tv asahi
63217.0,Youku
11111.0,CBS
229509.0,Prime Video
133772.0,JTBC
197322.0,Family Jr.
3188.0,BBC One
62321.0,Hulu
34189.0,TV Tokyo
66110.0,Tokyo MX
66110.0, ANIMAX
128481.0,OCS Max
13228.0,Channel 4
49503.0,atv
138558.0,Okko
214891.0,ENA
2420.0,NBC
86866.0,Netflix
194619.0,TV5
194619.0, Kapamilya Channel
194619.0, A2Z
95953.0,Netflix
130456.0,Tokyo MX
84619.0,tv asahi
66445.0,TV Globo
49313.0,National Geographic
66382.0,TF1
66419.0,National Geographic
197103.0,Viu
197103.0, YouTube
197103.0, GMM 25
637.0,CBS
209454.0,Pro TV
209454.0, Voyo
203276.0,Canal+
9772.0,UPN
223642.0,Stan
80374.0,Hunan Television
195924.0,Tokyo MX
103462.0,YouTube
13912.0,ABC
35115.0,BBC One
70773.0,TVN
79221.0,France 3
72514.0,Tokyo MX
85731.0,sin informacion
71226.0,LINE TV
21150.0,ITV1
70624.0,NOVE
46222.0,sin informacion
106342.0,Tokyo MX
106342.0, Niconico
212802.0,ITV1
83042.0,AT-X
229876.0,BBC One
218656.0,France 2
102432.0,Tokyo MX
87504.0,Show TV
88416.0,sin informacion
157571.0,Nippon TV
204625.0,Viki
204625.0, WHYNOT
132076.0,HBO
61988.0,Hunan Television
126892.0,Tencent Video
29704.0,ITV1
211688.0,Atresplayer Premium
86479.0,Discovery
102582.0,sin informacion
20564.0,BBC One
16014.0,TVNorge
18616.0,Animal Planet
45875.0,Channel One
81299.0,OUTtv
86654.0,Telecinco
86654.0, mitele
4202.0,CBS
93088.0,Zhejiang Television
93088.0, Dragon TV
2523.0,BBC One
130845.0,Prime Video
68672.0,PBS
87242.0,sin informacion
70643.0,sin informacion
215636.0,Prime Video
90275.0,ONE 31
112463.0,MBS
112463.0, TBS
117422.0,La 1
14168.0,SBS
39423.0,StarPlus
98559.0,TF1
127841.0,Discovery+
127841.0, Paramount+
108977.0,MBS
71249.0,YouTube
71249.0, Facebook Watch
14416.0,Channel 4
6075.0,BBC One
208265.0,Channel 4
76754.0,Dragon TV
76754.0, Jiangsu Television
34101.0,NHK BS1
86152.0,Investigation Discovery
48139.0,Hunan Television
37365.0,sin informacion
45039.0,EBS 1
196965.0,Freeform
71267.0,Prime Video
66335.0,CNN
157164.0,ZEE5
85677.0,Antena 3
207076.0,sin informacion
76925.0,Telecinco
96115.0,iQiyi
33175.0,Discovery
67369.0,E!
83186.0,Super
83186.0, Premier
202040.0,sin informacion
90024.0,tv asahi
64964.0,sin informacion
136463.0,KION
47686.0,Kanal D
112468.0,Globoplay
92265.0,ABC
158764.0,Netflix
42236.0,ITV1
218302.0,sin informacion
43864.0,BBC Four
85672.0,LeTV
85672.0, CCTV-1
85672.0, Youku
118522.0,TVNZ 2
118522.0, TVNZ+
91296.0,Globoplay
61999.0,ZDF
104270.0,sin informacion
85647.0,CBC Television
131388.0,Shudder
130515.0,Channel 3
42883.0,TV Globo
137924.0,Mediaset Premium
60085.0,sin informacion
112010.0,Fuji TV
222008.0,MBC 1
222008.0, MBC MASR
222008.0, Shahid
222008.0, MBC IRAQ
47918.0,Show TV
47918.0, FOX
50841.0,ABC TV
155472.0,Tencent Video
155472.0, WeTV
50948.0,ANT1
38973.0,YouTube
100353.0,TV Tokyo
100353.0, TV Osaka
100353.0, TV Aichi
100353.0, AT-X
115661.0,atv
226645.0,Disney+
106803.0,tv asahi
73700.0,TNT Latin America
73236.0,Epix
84580.0,TV Globo
116671.0,KBS2
78649.0,sin informacion
36249.0,TV Tokyo
36249.0, TV Aichi
36249.0, TV Osaka
1099.0,NBC
105539.0,Tencent Video
46427.0,ABC Comedy
42409.0,TV Tokyo
62707.0,DD National
60809.0,ORF
60809.0, SAT.1
39025.0,Chiba TV
74956.0,Fuji TV
69870.0,Fuji TV
14578.0,Fuji TV
68371.0,yes
123153.0,Shahid
123153.0, MBC Drama
135751.0,KBS1
35831.0,SVT1
96104.0,Youku
60650.0,sin informacion
4563.0,ITV1
47878.0,TVP
67367.0,Central Television USSR
64532.0,Sohu
64532.0, iQiyi
64532.0, Tencent Video
67113.0,EPIC
69610.0,KBS2
75207.0,Coture
75207.0, CHOCO TV
75207.0, Yahoo! TV
113720.0,Star TV
80935.0,TVB Jade
68500.0,MotorTrend
68500.0, Velocity
99673.0,APTN
15281.0,TVB Jade
74824.0,DR Ultra
21175.0,tv asahi
77275.0,NBC
121301.0,AT-X
62791.0,BBC One
65929.0,TV Tokyo
65929.0, BS Japan
65929.0, AT-X
65929.0, Disney XD
135715.0,FXX
27003.0,Animal Planet
97854.0,sin informacion
78475.0,Tokyo MX
118512.0,National Geographic
106650.0,Tencent Video
83692.0,A&E
195276.0,sin informacion
146393.0,Youku
95499.0,tv asahi
94209.0,sin informacion
212578.0,TNT
212578.0, Premier
104087.0,Tencent Video
104087.0, Youku
104087.0, iQiyi
76963.0,TF1
110162.0,YouTube
30631.0,Teletama
13654.0,BBC One
102266.0,Youku
92552.0,YouTube
115112.0,AT-X
132712.0,Telecinco
132712.0, Cuatro
132712.0, mitele
20532.0,BBC One
70899.0,Channel 5
79385.0,Netflix
101542.0,TBS
101542.0, MBS
109331.0,Tencent Video
73653.0,Prime Video
78446.0,KBS2
78479.0,Fuji TV
214250.0,tvN
197826.0,TVING
22253.0,ProSieben
213036.0,sin informacion
116013.0,TVING
49298.0,YouTube
202396.0,TV Tokyo
9091.0,ITV1
102823.0,MX Player
96172.0,TV 8
96172.0, Sky Uno
42361.0,tv asahi
2512.0,NBC
210273.0,MBC
202018.0,bilibili
202018.0, Disney+
122741.0,TV Tokyo
122741.0, Paravi
10670.0,Syndication
134046.0,sin informacion
65123.0,Pop
203813.0,mitele
36651.0,ARD
48619.0,Show TV
39847.0,sin informacion
57142.0,TVA
89423.0,Tencent Video
42363.0,BBC Two
190.0,HBO
76242.0,SBS
109329.0,Tencent Video
